day_of_year,hours_of_use,daily_use,sensor_type_strong,sensor_type_medium,sensor_type_weak,ac_type_central,ac_type_split,ac_type_window,ac_type_portable,maintenance_needed
102,13,4,False,False,True,False,False,False,True,1
194,22,11,False,False,True,True,False,False,False,1
57,1,9,False,False,True,False,True,False,False,1
160,23,8,True,False,False,False,False,False,True,1
180,18,5,True,False,False,False,False,True,False,1
191,3,4,True,False,False,False,False,True,False,0
310,8,3,True,False,False,False,False,False,True,1
320,10,11,False,True,False,False,False,False,True,1
305,8,2,False,True,False,False,False,False,True,0
39,13,8,False,True,False,False,False,False,True,0
263,5,5,True,False,False,True,False,False,False,0
31,14,12,False,True,False,False,True,False,False,0
144,11,2,False,False,True,False,True,False,False,1
278,21,5,False,True,False,False,False,True,False,1
57,18,8,False,False,True,True,False,False,False,0
274,3,4,True,False,False,False,False,True,False,0
74,2,10,False,False,True,False,False,True,False,1
202,18,12,False,False,True,False,True,False,False,0
240,17,3,False,True,False,False,False,False,True,1
356,1,8,False,False,True,False,True,False,False,1
135,14,1,False,True,False,False,False,True,False,0
296,8,4,False,True,False,False,False,True,False,0
146,19,8,False,False,True,False,False,False,True,1
105,20,7,False,False,True,False,False,False,True,0
117,12,11,True,False,False,False,True,False,False,0
19,11,8,False,False,True,False,False,False,True,0
355,3,1,False,True,False,False,True,False,False,0
144,0,8,False,True,False,False,True,False,False,0
267,1,4,False,True,False,False,False,True,False,1
107,14,3,True,False,False,True,False,False,False,0
55,8,6,True,False,False,False,True,False,False,0
197,9,8,True,False,False,False,True,False,False,0
128,7,2,True,False,False,False,True,False,False,0
200,3,12,False,False,True,False,False,False,True,1
340,19,2,True,False,False,False,False,False,True,0
172,2,9,False,False,True,False,True,False,False,1
12,4,11,False,False,True,False,False,False,True,0
362,19,6,True,False,False,False,False,False,True,1
299,11,8,False,True,False,False,True,False,False,0
42,2,8,True,False,False,True,False,False,False,1
91,5,4,False,False,True,False,False,False,True,1
97,15,10,True,False,False,False,True,False,False,0
121,10,5,False,False,True,False,False,True,False,1
87,12,4,False,False,True,False,True,False,False,0
312,16,7,True,False,False,False,False,False,True,0
16,0,3,False,False,True,False,True,False,False,0
63,11,8,False,True,False,False,True,False,False,1
264,9,12,False,True,False,False,False,False,True,0
321,20,6,True,False,False,False,True,False,False,0
48,17,3,False,False,True,False,True,False,False,0
147,5,6,False,False,True,False,True,False,False,0
224,7,4,True,False,False,False,True,False,False,1
169,16,5,False,False,True,True,False,False,False,0
20,18,1,False,False,True,False,False,False,True,1
53,7,9,True,False,False,True,False,False,False,0
107,22,6,False,False,True,True,False,False,False,1
171,17,2,True,False,False,False,True,False,False,1
327,9,4,True,False,False,False,False,True,False,1
219,19,8,False,False,True,False,False,True,False,1
16,10,3,False,True,False,True,False,False,False,0
326,3,3,True,False,False,False,False,False,True,0
23,11,4,False,True,False,False,False,True,False,1
339,5,12,True,False,False,False,False,False,True,0
125,12,2,True,False,False,False,False,True,False,1
159,14,7,True,False,False,False,False,False,True,1
117,23,11,True,False,False,False,False,False,True,1
210,16,9,False,False,True,False,False,True,False,1
175,12,7,False,True,False,False,False,True,False,1
13,13,6,False,True,False,False,False,True,False,1
220,3,7,False,False,True,False,True,False,False,1
233,5,5,True,False,False,False,False,False,True,1
254,3,8,True,False,False,True,False,False,False,0
318,7,8,False,False,True,True,False,False,False,1
141,8,11,False,False,True,False,False,True,False,1
249,8,11,False,True,False,True,False,False,False,1
121,12,3,True,False,False,False,False,True,False,1
315,19,1,False,False,True,False,True,False,False,0
254,20,9,True,False,False,False,False,False,True,1
233,1,5,False,False,True,False,True,False,False,0
317,1,10,False,True,False,False,False,False,True,1
301,19,1,True,False,False,False,False,True,False,1
291,3,9,False,False,True,False,False,True,False,1
69,10,7,True,False,False,False,False,False,True,1
43,2,1,False,False,True,False,False,True,False,1
194,12,1,False,True,False,False,True,False,False,0
164,7,3,True,False,False,True,False,False,False,1
92,15,11,False,False,True,False,False,False,True,0
210,14,9,False,True,False,False,False,False,True,0
11,16,7,False,False,True,True,False,False,False,1
161,8,5,False,True,False,False,False,True,False,0
268,13,9,False,False,True,True,False,False,False,1
259,7,12,False,False,True,False,False,False,True,0
11,7,1,True,False,False,True,False,False,False,1
52,17,11,False,False,True,False,True,False,False,0
159,13,12,False,False,True,False,False,True,False,1
151,19,6,False,True,False,True,False,False,False,1
229,18,6,False,True,False,False,False,True,False,1
163,4,12,True,False,False,False,True,False,False,1
159,21,2,False,False,True,False,False,True,False,1
318,15,10,True,False,False,False,True,False,False,0
360,1,12,True,False,False,False,False,True,False,1
146,9,6,False,False,True,False,False,True,False,0
290,4,3,False,False,True,False,False,False,True,1
315,2,2,True,False,False,False,False,True,False,0
106,23,3,False,False,True,False,True,False,False,0
363,6,8,False,True,False,True,False,False,False,0
130,10,1,True,False,False,False,False,False,True,0
207,5,7,True,False,False,True,False,False,False,1
126,7,10,True,False,False,False,True,False,False,0
68,22,10,False,False,True,False,True,False,False,1
59,11,11,True,False,False,False,True,False,False,1
241,20,11,True,False,False,False,False,True,False,1
260,1,8,False,True,False,True,False,False,False,0
179,14,6,False,True,False,False,False,True,False,1
339,13,6,False,True,False,False,False,True,False,1
299,18,8,False,False,True,True,False,False,False,1
17,19,5,False,False,True,False,False,False,True,0
325,18,6,False,False,True,False,False,True,False,1
320,9,4,True,False,False,True,False,False,False,1
320,10,4,False,False,True,True,False,False,False,0
1,2,12,False,True,False,False,False,False,True,0
223,13,12,False,False,True,True,False,False,False,1
153,12,12,True,False,False,False,False,True,False,0
77,0,1,False,False,True,True,False,False,False,0
327,11,11,False,False,True,False,False,True,False,1
365,22,1,False,False,True,False,False,True,False,1
282,13,10,False,False,True,False,False,True,False,1
192,15,3,False,False,True,True,False,False,False,1
166,5,3,True,False,False,False,True,False,False,1
210,11,4,False,False,True,False,False,True,False,1
123,22,8,False,True,False,False,False,False,True,1
86,6,3,False,False,True,False,True,False,False,1
31,4,12,False,False,True,False,False,True,False,1
185,5,6,True,False,False,True,False,False,False,0
275,9,1,True,False,False,False,False,False,True,0
72,20,1,False,False,True,False,True,False,False,1
362,19,5,False,True,False,False,False,False,True,1
220,13,3,False,False,True,False,True,False,False,1
346,6,2,False,False,True,False,True,False,False,0
262,16,8,True,False,False,False,False,False,True,0
194,20,4,True,False,False,True,False,False,False,1
184,0,2,True,False,False,True,False,False,False,0
330,8,10,False,False,True,False,False,False,True,1
233,17,6,True,False,False,False,False,True,False,1
22,9,3,False,True,False,False,True,False,False,1
289,15,12,False,False,True,False,False,True,False,1
27,8,11,True,False,False,False,False,False,True,1
58,1,9,False,False,True,True,False,False,False,1
144,7,7,False,False,True,False,False,False,True,1
283,9,2,False,True,False,False,False,True,False,1
302,13,2,True,False,False,True,False,False,False,0
92,4,4,True,False,False,False,False,True,False,1
342,11,6,False,False,True,False,True,False,False,0
157,19,6,True,False,False,False,True,False,False,1
164,15,6,True,False,False,True,False,False,False,0
349,1,9,False,False,True,True,False,False,False,1
339,12,12,False,False,True,True,False,False,False,1
282,20,5,False,True,False,True,False,False,False,0
288,14,4,True,False,False,False,False,True,False,1
123,18,5,False,False,True,False,False,False,True,1
344,6,12,True,False,False,False,True,False,False,0
216,3,11,False,True,False,False,True,False,False,1
345,8,7,False,False,True,False,False,True,False,0
37,8,11,False,False,True,True,False,False,False,1
116,18,9,False,True,False,False,False,False,True,1
239,6,7,False,False,True,False,False,True,False,1
175,6,5,False,False,True,True,False,False,False,0
46,21,9,False,True,False,True,False,False,False,1
223,18,4,False,False,True,False,True,False,False,0
144,15,1,True,False,False,False,False,False,True,0
101,22,11,False,True,False,False,False,False,True,0
216,19,12,False,True,False,False,True,False,False,1
167,13,9,False,False,True,False,True,False,False,1
175,14,11,False,False,True,False,True,False,False,1
87,22,1,False,False,True,False,False,False,True,0
221,17,1,True,False,False,False,False,True,False,1
222,9,10,False,False,True,False,False,True,False,1
260,1,7,True,False,False,False,False,False,True,0
208,9,11,True,False,False,False,False,True,False,1
196,20,3,False,True,False,False,False,False,True,0
362,0,10,True,False,False,False,True,False,False,0
245,10,11,True,False,False,False,True,False,False,1
264,11,5,True,False,False,False,False,False,True,1
317,17,5,False,False,True,False,False,True,False,1
289,12,8,False,True,False,False,False,True,False,0
325,9,4,False,True,False,False,False,False,True,0
192,7,10,False,False,True,True,False,False,False,0
247,15,11,True,False,False,False,False,True,False,1
295,21,11,False,True,False,False,True,False,False,0
18,8,12,True,False,False,False,True,False,False,0
188,20,2,False,True,False,False,False,True,False,1
286,15,8,True,False,False,False,False,True,False,1
350,1,3,False,False,True,False,False,True,False,0
310,10,1,False,True,False,False,True,False,False,0
354,20,2,True,False,False,True,False,False,False,1
101,19,1,True,False,False,False,False,False,True,0
220,5,9,False,True,False,False,False,False,True,1
344,6,2,False,False,True,False,False,True,False,0
108,10,4,False,True,False,False,False,True,False,0
51,9,6,True,False,False,False,True,False,False,0
337,18,4,False,True,False,False,True,False,False,0
31,8,1,True,False,False,True,False,False,False,0
266,18,3,False,True,False,True,False,False,False,0
18,13,11,False,False,True,False,True,False,False,0
22,13,5,False,True,False,False,False,True,False,0
287,15,12,True,False,False,True,False,False,False,0
133,12,3,False,True,False,False,True,False,False,0
330,3,9,True,False,False,False,False,False,True,1
107,5,10,False,False,True,False,False,False,True,1
138,4,10,False,False,True,False,False,False,True,0
249,20,10,False,False,True,False,True,False,False,1
61,14,8,True,False,False,False,True,False,False,1
227,6,2,False,True,False,False,False,False,True,0
61,20,2,False,False,True,False,False,True,False,1
93,11,7,True,False,False,False,False,False,True,1
218,2,7,True,False,False,False,False,False,True,1
223,10,11,False,True,False,False,False,True,False,1
55,21,11,True,False,False,False,True,False,False,1
66,2,3,False,True,False,True,False,False,False,0
294,23,1,False,True,False,True,False,False,False,0
267,3,12,True,False,False,False,True,False,False,1
201,6,1,False,True,False,False,False,False,True,0
215,12,10,False,True,False,False,False,True,False,1
249,0,10,False,False,True,False,False,True,False,1
201,8,9,True,False,False,True,False,False,False,1
169,23,2,False,True,False,False,True,False,False,1
42,18,4,False,False,True,True,False,False,False,0
264,3,7,True,False,False,False,False,False,True,0
310,16,11,False,False,True,False,False,True,False,1
166,1,6,False,True,False,False,True,False,False,1
114,20,6,False,True,False,False,False,False,True,1
236,0,6,False,True,False,False,False,True,False,0
245,6,7,True,False,False,False,True,False,False,1
49,20,12,False,True,False,False,True,False,False,1
261,4,9,True,False,False,False,True,False,False,0
214,2,5,True,False,False,False,False,True,False,0
210,21,2,False,False,True,False,True,False,False,0
109,0,4,False,False,True,False,True,False,False,1
78,19,5,False,False,True,False,True,False,False,1
245,21,11,True,False,False,False,False,False,True,1
126,18,2,True,False,False,True,False,False,False,0
26,20,7,True,False,False,False,False,True,False,0
358,8,11,True,False,False,False,False,True,False,1
208,17,11,True,False,False,False,False,True,False,1
16,4,6,False,True,False,True,False,False,False,0
78,14,10,False,True,False,True,False,False,False,0
133,18,8,True,False,False,False,False,True,False,1
280,18,5,False,False,True,False,True,False,False,1
212,13,1,True,False,False,True,False,False,False,0
26,8,5,True,False,False,True,False,False,False,1
1,2,6,True,False,False,False,True,False,False,0
193,23,9,False,False,True,False,True,False,False,1
33,9,11,True,False,False,False,False,False,True,1
157,2,3,False,False,True,False,False,False,True,1
251,15,12,False,True,False,False,False,True,False,1
343,4,7,False,True,False,True,False,False,False,1
306,6,5,False,True,False,False,False,True,False,0
76,14,1,True,False,False,False,False,True,False,0
12,4,3,True,False,False,False,False,False,True,0
275,3,3,False,True,False,False,False,True,False,1
149,16,10,False,False,True,False,True,False,False,1
61,22,7,False,True,False,False,False,False,True,0
105,21,3,True,False,False,False,True,False,False,0
255,6,11,False,True,False,True,False,False,False,1
161,16,12,True,False,False,False,False,True,False,1
220,22,8,True,False,False,False,False,False,True,0
340,4,4,False,False,True,False,False,False,True,1
221,20,6,False,True,False,False,True,False,False,1
165,11,10,False,False,True,False,True,False,False,1
29,1,12,True,False,False,True,False,False,False,0
310,4,3,False,True,False,False,False,True,False,0
282,19,11,False,True,False,False,False,False,True,0
175,5,7,True,False,False,False,False,False,True,0
225,12,5,False,True,False,False,True,False,False,0
352,18,6,False,True,False,False,False,False,True,0
201,21,9,True,False,False,False,True,False,False,1
286,9,3,True,False,False,False,False,False,True,1
81,1,9,True,False,False,False,True,False,False,0
210,4,6,False,False,True,True,False,False,False,1
29,1,1,True,False,False,False,False,False,True,0
290,21,6,False,True,False,False,True,False,False,0
169,12,8,False,False,True,False,False,False,True,0
175,14,7,False,True,False,False,True,False,False,0
341,6,4,False,False,True,True,False,False,False,1
2,19,6,False,False,True,True,False,False,False,1
292,5,11,True,False,False,False,False,True,False,0
161,22,12,False,False,True,True,False,False,False,1
224,18,5,True,False,False,False,False,True,False,0
143,21,4,True,False,False,False,True,False,False,1
173,3,3,False,False,True,False,True,False,False,0
330,17,12,False,True,False,False,True,False,False,1
99,4,8,False,True,False,False,False,False,True,1
196,3,8,True,False,False,False,True,False,False,0
199,6,5,False,False,True,False,False,False,True,1
338,14,1,True,False,False,False,True,False,False,0
83,9,1,False,False,True,False,True,False,False,0
7,19,2,False,False,True,True,False,False,False,0
160,1,4,True,False,False,True,False,False,False,0
117,11,1,False,True,False,False,True,False,False,0
15,12,1,False,False,True,False,True,False,False,1
272,5,3,True,False,False,False,True,False,False,0
18,18,8,False,True,False,False,False,True,False,1
262,13,8,False,True,False,True,False,False,False,0
359,2,11,False,True,False,False,False,False,True,1
7,7,12,True,False,False,True,False,False,False,1
111,22,12,True,False,False,False,False,False,True,1
180,14,4,False,False,True,False,False,True,False,1
103,11,1,True,False,False,False,False,True,False,0
64,18,3,True,False,False,False,True,False,False,0
28,17,1,False,False,True,False,False,True,False,0
224,21,10,False,True,False,False,False,False,True,1
310,6,9,True,False,False,False,False,True,False,1
345,21,9,False,True,False,False,False,True,False,0
203,12,7,False,True,False,True,False,False,False,0
318,18,9,True,False,False,False,True,False,False,0
141,12,3,True,False,False,False,False,False,True,0
1,19,6,True,False,False,False,True,False,False,1
92,5,11,True,False,False,False,True,False,False,0
221,8,3,True,False,False,False,True,False,False,0
301,3,1,False,False,True,False,True,False,False,0
48,8,10,False,True,False,False,False,False,True,0
287,3,6,False,True,False,True,False,False,False,0
209,8,4,False,True,False,True,False,False,False,0
6,1,6,False,False,True,False,False,False,True,1
232,5,7,True,False,False,False,False,False,True,1
54,5,6,False,True,False,False,False,True,False,1
288,13,7,True,False,False,False,True,False,False,0
137,5,11,True,False,False,True,False,False,False,1
182,4,7,False,True,False,True,False,False,False,0
332,11,3,False,True,False,False,True,False,False,1
119,18,5,False,True,False,True,False,False,False,0
102,13,12,False,True,False,True,False,False,False,1
229,16,10,True,False,False,False,False,True,False,1
310,6,4,False,True,False,False,False,False,True,0
177,21,11,True,False,False,True,False,False,False,0
157,23,5,False,True,False,True,False,False,False,1
30,11,8,False,True,False,True,False,False,False,1
322,18,2,False,False,True,True,False,False,False,1
190,20,10,True,False,False,False,False,False,True,1
176,23,5,False,True,False,False,True,False,False,0
199,13,11,False,False,True,False,False,False,True,0
40,5,3,False,False,True,False,False,False,True,0
325,11,6,False,False,True,False,False,False,True,0
212,0,7,True,False,False,True,False,False,False,0
130,16,10,True,False,False,False,True,False,False,1
6,10,11,False,True,False,False,False,False,True,1
206,4,8,False,True,False,False,False,False,True,0
241,6,7,False,False,True,False,True,False,False,1
170,10,1,True,False,False,False,True,False,False,0
261,22,3,False,True,False,False,False,True,False,0
353,21,3,False,True,False,False,True,False,False,0
190,2,10,False,False,True,False,False,False,True,0
98,3,2,False,False,True,False,True,False,False,0
236,13,4,False,False,True,False,True,False,False,1
211,21,11,False,False,True,False,False,True,False,1
54,14,10,False,False,True,True,False,False,False,1
72,18,4,False,False,True,False,False,False,True,1
110,10,5,False,False,True,False,False,False,True,1
166,7,4,False,True,False,True,False,False,False,0
301,1,4,False,True,False,False,False,False,True,0
257,8,1,False,False,True,False,False,False,True,1
307,19,7,False,False,True,False,False,True,False,1
196,8,3,False,False,True,False,False,False,True,1
47,22,5,False,True,False,False,False,False,True,1
116,15,4,False,True,False,False,False,False,True,0
57,17,4,False,False,True,False,False,False,True,1
28,14,3,False,True,False,False,True,False,False,1
155,0,11,False,False,True,False,False,True,False,1
133,16,1,True,False,False,True,False,False,False,1
186,12,1,False,False,True,False,False,True,False,1
353,9,9,False,False,True,True,False,False,False,1
57,15,10,True,False,False,False,False,True,False,1
171,0,9,False,True,False,False,True,False,False,1
304,23,12,True,False,False,True,False,False,False,1
226,9,7,False,False,True,False,False,True,False,1
254,11,4,True,False,False,False,False,True,False,0
107,7,9,False,True,False,False,False,False,True,1
317,0,5,False,False,True,False,False,False,True,1
185,5,1,True,False,False,False,False,True,False,0
69,15,12,False,True,False,False,False,True,False,0
289,18,12,False,True,False,False,True,False,False,1
79,12,3,False,False,True,False,False,True,False,1
157,17,10,False,False,True,True,False,False,False,1
164,14,3,True,False,False,True,False,False,False,1
23,14,6,False,True,False,False,True,False,False,1
218,16,1,True,False,False,False,False,False,True,1
211,13,12,False,True,False,False,True,False,False,0
317,12,9,True,False,False,False,True,False,False,1
276,16,10,False,False,True,True,False,False,False,1
1,20,1,False,False,True,False,False,False,True,1
344,22,8,False,False,True,True,False,False,False,1
3,5,5,True,False,False,True,False,False,False,0
26,22,1,False,False,True,False,False,True,False,0
205,22,1,False,False,True,False,False,False,True,1
271,17,7,False,False,True,False,False,False,True,1
228,13,7,False,True,False,True,False,False,False,1
197,13,4,False,True,False,False,False,True,False,1
209,13,10,False,False,True,False,False,False,True,1
349,11,8,False,False,True,False,False,False,True,1
232,8,4,True,False,False,False,False,False,True,0
139,7,11,False,False,True,False,True,False,False,1
138,3,1,True,False,False,False,False,True,False,0
203,3,11,True,False,False,False,False,False,True,1
150,3,8,True,False,False,False,True,False,False,0
12,5,5,True,False,False,False,False,False,True,1
23,2,9,True,False,False,False,False,False,True,1
194,6,11,False,True,False,False,False,True,False,0
359,3,3,False,False,True,True,False,False,False,0
208,8,4,True,False,False,False,False,False,True,1
47,7,11,True,False,False,True,False,False,False,1
137,19,12,True,False,False,False,False,True,False,0
351,5,6,False,False,True,False,True,False,False,1
89,10,10,False,True,False,True,False,False,False,1
70,0,5,False,True,False,False,False,True,False,0
61,6,12,True,False,False,False,False,True,False,0
46,10,3,False,False,True,False,False,False,True,1
198,4,3,True,False,False,False,False,False,True,0
109,2,2,False,True,False,False,False,False,True,0
307,14,7,True,False,False,False,False,False,True,0
163,13,11,False,True,False,False,True,False,False,0
326,8,4,True,False,False,True,False,False,False,0
142,12,3,False,True,False,True,False,False,False,0
224,6,11,False,False,True,False,False,False,True,0
7,4,2,False,True,False,False,True,False,False,0
349,9,7,True,False,False,False,True,False,False,0
111,1,2,False,False,True,False,False,False,True,0
294,10,5,False,False,True,False,False,True,False,0
125,1,9,False,False,True,False,False,False,True,0
357,5,10,False,True,False,False,True,False,False,0
58,18,8,True,False,False,True,False,False,False,1
42,13,12,False,True,False,False,False,True,False,1
335,20,2,True,False,False,False,True,False,False,1
362,12,7,False,False,True,False,False,True,False,0
257,0,8,False,False,True,False,False,True,False,0
190,14,2,False,False,True,False,False,True,False,0
345,1,8,False,False,True,False,False,True,False,0
4,16,5,False,False,True,False,True,False,False,1
47,23,7,False,False,True,False,False,True,False,0
106,17,2,True,False,False,True,False,False,False,0
291,9,4,False,False,True,False,True,False,False,0
180,7,1,False,True,False,False,True,False,False,0
365,1,3,False,False,True,False,True,False,False,0
305,13,10,False,False,True,True,False,False,False,1
118,3,1,False,False,True,False,True,False,False,0
52,13,8,True,False,False,True,False,False,False,1
216,16,10,True,False,False,False,False,True,False,1
314,6,6,True,False,False,False,False,False,True,1
186,19,12,False,True,False,True,False,False,False,1
267,10,4,False,True,False,False,False,False,True,1
140,18,3,False,False,True,True,False,False,False,0
280,5,9,False,True,False,True,False,False,False,1
181,17,6,False,True,False,False,False,False,True,1
314,18,1,False,False,True,False,False,False,True,0
343,8,8,False,True,False,False,False,True,False,1
184,22,5,False,False,True,False,False,False,True,1
55,18,10,False,True,False,False,False,False,True,1
279,13,9,False,True,False,False,False,True,False,0
123,13,8,True,False,False,False,True,False,False,0
235,6,10,False,False,True,False,False,True,False,0
344,8,3,False,False,True,False,True,False,False,1
228,18,5,True,False,False,False,False,True,False,1
222,9,11,False,True,False,False,True,False,False,1
108,5,7,True,False,False,False,False,True,False,1
129,18,4,False,False,True,False,False,False,True,1
296,1,10,False,False,True,True,False,False,False,0
302,18,5,True,False,False,False,False,False,True,1
257,7,11,False,True,False,True,False,False,False,1
63,4,9,True,False,False,False,False,False,True,0
47,2,9,False,False,True,False,False,True,False,1
237,20,10,False,True,False,True,False,False,False,0
270,10,9,False,True,False,False,False,False,True,1
302,16,2,True,False,False,False,False,True,False,0
150,20,9,False,True,False,False,True,False,False,1
304,3,10,True,False,False,False,False,True,False,1
348,10,10,False,False,True,False,False,False,True,1
332,13,4,False,True,False,False,False,False,True,1
189,21,7,True,False,False,False,True,False,False,1
15,8,11,False,True,False,True,False,False,False,0
244,13,5,False,True,False,True,False,False,False,0
104,19,12,False,False,True,False,False,True,False,0
188,22,6,False,True,False,False,False,False,True,0
47,10,5,False,False,True,False,False,True,False,1
228,7,5,False,False,True,False,False,True,False,1
92,5,7,False,True,False,True,False,False,False,0
172,8,1,False,True,False,False,True,False,False,1
230,12,1,False,True,False,False,False,True,False,1
192,21,5,True,False,False,True,False,False,False,1
102,13,1,True,False,False,True,False,False,False,0
133,12,6,True,False,False,False,False,False,True,0
6,19,7,False,False,True,False,False,False,True,0
72,8,8,True,False,False,True,False,False,False,0
192,23,7,False,True,False,False,False,False,True,1
286,19,4,False,True,False,False,False,False,True,0
81,16,11,False,False,True,False,False,True,False,0
329,0,4,True,False,False,False,True,False,False,1
307,20,2,False,False,True,False,True,False,False,1
19,2,2,False,True,False,False,True,False,False,1
48,2,11,True,False,False,False,True,False,False,1
45,12,6,False,False,True,False,True,False,False,0
104,17,9,True,False,False,True,False,False,False,1
213,5,8,True,False,False,True,False,False,False,1
187,6,10,False,True,False,False,False,True,False,1
129,3,4,False,True,False,False,False,False,True,1
62,22,4,False,False,True,True,False,False,False,1
341,6,6,False,False,True,False,False,True,False,0
14,4,11,True,False,False,True,False,False,False,0
253,7,6,True,False,False,False,False,True,False,1
271,21,9,False,True,False,True,False,False,False,1
70,6,10,False,True,False,True,False,False,False,1
217,13,3,False,True,False,False,False,False,True,0
41,5,1,False,True,False,True,False,False,False,0
263,21,5,False,False,True,False,False,False,True,1
38,13,8,False,True,False,True,False,False,False,0
361,4,4,False,False,True,False,True,False,False,1
17,23,7,False,False,True,False,False,True,False,1
263,21,12,False,True,False,True,False,False,False,1
216,15,1,True,False,False,False,True,False,False,1
33,13,9,True,False,False,False,False,True,False,0
14,17,1,True,False,False,False,True,False,False,0
1,17,12,False,False,True,False,True,False,False,1
305,19,11,False,True,False,True,False,False,False,0
154,17,1,False,True,False,True,False,False,False,0
36,20,4,False,False,True,True,False,False,False,1
7,5,10,True,False,False,False,False,False,True,0
102,3,1,False,True,False,False,False,False,True,1
35,5,10,True,False,False,True,False,False,False,0
52,5,10,False,True,False,False,False,True,False,0
258,22,2,False,True,False,True,False,False,False,0
28,21,6,False,True,False,False,False,False,True,1
217,6,11,False,True,False,True,False,False,False,0
62,9,8,False,False,True,False,False,True,False,1
42,10,11,False,True,False,False,True,False,False,1
360,9,11,True,False,False,False,False,True,False,1
39,22,9,False,True,False,True,False,False,False,1
47,6,3,False,True,False,False,False,True,False,0
290,5,11,False,True,False,False,False,False,True,1
280,17,4,False,False,True,False,False,True,False,1
176,8,3,True,False,False,True,False,False,False,1
198,14,4,True,False,False,True,False,False,False,0
318,3,10,False,False,True,False,False,False,True,0
12,2,8,False,False,True,False,False,False,True,0
164,17,4,False,False,True,False,True,False,False,1
198,7,1,False,True,False,False,False,False,True,1
178,10,10,True,False,False,False,False,False,True,0
39,17,11,True,False,False,True,False,False,False,1
163,0,10,False,True,False,False,False,False,True,1
324,14,6,True,False,False,True,False,False,False,0
140,16,4,True,False,False,False,True,False,False,1
255,8,7,False,False,True,False,False,True,False,1
26,4,11,False,True,False,False,True,False,False,1
316,2,1,False,True,False,False,False,False,True,0
270,2,5,True,False,False,False,True,False,False,1
93,15,11,True,False,False,False,False,False,True,1
308,8,9,False,False,True,True,False,False,False,1
106,5,11,False,False,True,False,True,False,False,0
53,22,11,False,False,True,False,False,False,True,1
57,5,5,False,False,True,False,False,False,True,0
275,1,11,False,True,False,False,False,False,True,1
67,17,10,False,False,True,False,True,False,False,1
365,3,7,False,True,False,True,False,False,False,0
259,9,1,False,False,True,False,True,False,False,1
264,22,4,True,False,False,False,True,False,False,1
294,15,1,True,False,False,False,False,False,True,0
219,2,4,False,True,False,False,False,False,True,0
202,15,3,False,True,False,False,False,False,True,1
220,13,9,False,False,True,True,False,False,False,1
195,19,1,True,False,False,False,True,False,False,1
192,23,12,True,False,False,False,False,True,False,1
27,6,2,True,False,False,False,False,False,True,1
273,5,3,False,True,False,False,False,True,False,0
44,4,12,True,False,False,True,False,False,False,0
313,3,10,False,True,False,False,False,True,False,1
313,14,7,True,False,False,False,True,False,False,1
11,23,7,False,True,False,False,False,True,False,1
220,22,6,True,False,False,False,True,False,False,1
239,20,4,False,False,True,False,False,False,True,1
351,22,3,True,False,False,False,False,True,False,0
306,3,3,False,False,True,False,True,False,False,1
235,15,5,True,False,False,True,False,False,False,1
115,3,3,False,True,False,False,True,False,False,0
352,5,7,True,False,False,False,False,True,False,1
87,20,7,True,False,False,False,False,False,True,0
116,17,6,False,False,True,False,False,True,False,1
364,20,1,False,False,True,False,False,False,True,0
38,0,3,False,False,True,False,False,False,True,0
26,1,3,False,True,False,False,False,False,True,1
229,7,4,False,True,False,False,True,False,False,0
139,2,4,True,False,False,False,False,False,True,0
250,13,6,False,False,True,True,False,False,False,1
231,15,12,True,False,False,False,False,False,True,0
69,18,1,False,False,True,False,False,False,True,0
225,1,11,True,False,False,True,False,False,False,1
113,14,3,False,True,False,True,False,False,False,1
273,7,4,True,False,False,False,False,False,True,0
127,12,7,True,False,False,True,False,False,False,1
338,17,5,True,False,False,False,False,True,False,0
184,16,3,False,True,False,True,False,False,False,1
331,1,12,False,False,True,False,False,False,True,0
285,0,8,True,False,False,False,False,False,True,1
13,11,9,True,False,False,False,False,True,False,0
237,16,7,False,True,False,True,False,False,False,0
285,10,8,True,False,False,False,False,False,True,0
17,0,2,False,True,False,False,False,True,False,0
113,11,12,False,False,True,False,True,False,False,0
18,12,1,True,False,False,False,False,True,False,0
25,22,2,True,False,False,True,False,False,False,0
342,17,1,False,False,True,False,False,False,True,1
89,8,7,False,True,False,False,False,False,True,0
333,14,1,True,False,False,False,False,True,False,1
74,12,8,False,True,False,True,False,False,False,0
182,18,8,False,False,True,True,False,False,False,1
178,4,12,True,False,False,False,False,True,False,1
274,11,4,False,False,True,False,True,False,False,1
208,0,11,False,True,False,False,True,False,False,1
121,2,4,False,False,True,False,True,False,False,0
10,18,8,True,False,False,True,False,False,False,1
187,6,9,False,False,True,False,False,True,False,0
279,0,6,False,True,False,False,False,False,True,1
141,7,11,True,False,False,False,False,True,False,1
257,7,1,False,True,False,False,True,False,False,1
312,16,3,True,False,False,False,True,False,False,0
128,18,4,False,True,False,False,True,False,False,0
242,16,12,True,False,False,False,True,False,False,1
346,4,7,True,False,False,False,False,True,False,0
209,17,4,False,False,True,False,False,False,True,1
154,10,9,False,False,True,True,False,False,False,1
19,12,9,True,False,False,False,True,False,False,1
187,23,4,False,False,True,True,False,False,False,1
363,6,9,False,False,True,False,False,False,True,1
69,23,7,False,False,True,False,True,False,False,1
24,12,8,False,True,False,False,False,True,False,1
321,3,2,False,False,True,True,False,False,False,1
