date,temperature,window_open,ac_setting,season,day_of_year
2023-11-23,3.4,0,21.5,Fall,327
2023-11-24,-3.7,0,22.1,Fall,328
2023-11-25,2.1,0,22.7,Fall,329
2023-11-26,0.1,0,22.9,Fall,330
2023-11-27,3.0,0,21.4,Fall,331
2023-11-28,11.3,0,21.1,Fall,332
2023-11-29,3.3,0,23.6,Fall,333
2023-11-30,1.1,0,23.9,Fall,334
2023-12-01,4.7,0,20.9,Fall,335
2023-12-02,3.3,0,20.8,Fall,336
2023-12-03,3.0,0,22.7,Fall,337
2023-12-04,3.4,0,21.7,Fall,338
2023-12-05,7.6,0,20.1,Fall,339
2023-12-06,-2.0,0,21.4,Fall,340
2023-12-07,2.7,0,23.2,Fall,341
2023-12-08,-1.6,0,23.2,Fall,342
2023-12-09,2.7,0,22.0,Fall,343
2023-12-10,-1.8,0,21.9,Fall,344
2023-12-11,-0.4,0,22.3,Fall,345
2023-12-12,-0.1,0,20.9,Fall,346
2023-12-13,3.6,0,22.1,Fall,347
2023-12-14,3.4,0,20.0,Fall,348
2023-12-15,-3.2,0,21.9,Fall,349
2023-12-16,0.7,0,21.3,Fall,350
2023-12-17,-1.7,0,22.7,Fall,351
2023-12-18,-3.4,0,22.6,Fall,352
2023-12-19,-0.3,0,21.5,Fall,353
2023-12-20,-0.7,0,20.0,Fall,354
2023-12-21,7.5,0,21.0,Winter,355
2023-12-22,1.5,0,22.5,Winter,356
2023-12-23,-4.0,0,20.3,Winter,357
2023-12-24,-1.6,0,20.4,Winter,358
2023-12-25,3.1,0,22.6,Winter,359
2023-12-26,6.3,0,23.0,Winter,360
2023-12-27,-4.7,0,21.3,Winter,361
2023-12-28,-5.6,0,22.0,Winter,362
2023-12-29,5.6,0,23.8,Winter,363
2023-12-30,1.2,0,23.8,Winter,364
2023-12-31,-2.6,0,21.2,Winter,365
2023-01-01,1.6,0,23.2,Winter,1
2023-01-02,-7.9,0,22.4,Winter,2
2023-01-03,0.0,0,23.9,Winter,3
2023-01-04,1.0,0,21.9,Winter,4
2023-01-05,2.8,0,23.1,Winter,5
2023-01-06,-3.0,0,23.1,Winter,6
2023-01-07,0.4,0,22.0,Winter,7
2023-01-08,-2.6,0,23.2,Winter,8
2023-01-09,0.9,0,21.0,Winter,9
2023-01-10,-2.5,0,20.5,Winter,10
2023-01-11,-1.0,0,21.7,Winter,11
2023-01-12,-2.7,0,23.8,Winter,12
2023-01-13,2.3,0,22.0,Winter,13
2023-01-14,3.0,0,22.5,Winter,14
2023-01-15,-0.2,0,22.5,Winter,15
2023-01-16,0.7,0,20.5,Winter,16
2023-01-17,-3.7,0,21.6,Winter,17
2023-01-18,-0.2,0,22.8,Winter,18
2023-01-19,0.6,0,23.9,Winter,19
2023-01-20,8.7,0,20.7,Winter,20
2023-01-21,-2.4,0,21.6,Winter,21
2023-01-22,5.5,0,20.4,Winter,22
2023-01-23,4.2,0,21.0,Winter,23
2023-01-24,2.1,0,21.5,Winter,24
2023-01-25,6.6,0,22.2,Winter,25
2023-01-26,2.6,0,20.9,Winter,26
2023-01-27,2.8,0,20.9,Winter,27
2023-01-28,1.5,0,23.1,Winter,28
2023-01-29,5.5,0,23.9,Winter,29
2023-01-30,5.2,0,21.3,Winter,30
2023-01-31,0.2,0,22.8,Winter,31
2023-02-01,-1.7,0,21.0,Winter,32
2023-02-02,1.7,0,23.7,Winter,33
2023-02-03,0.1,0,22.7,Winter,34
2023-02-04,2.5,0,23.2,Winter,35
2023-02-05,6.5,0,20.2,Winter,36
2023-02-06,1.6,0,22.4,Winter,37
2023-02-07,3.0,0,22.1,Winter,38
2023-02-08,3.4,0,21.2,Winter,39
2023-02-09,6.0,0,21.0,Winter,40
2023-02-10,-3.2,0,22.3,Winter,41
2023-02-11,1.9,0,22.8,Winter,42
2023-02-12,4.6,0,20.1,Winter,43
2023-02-13,7.7,0,22.3,Winter,44
2023-02-14,2.8,0,20.7,Winter,45
2023-02-15,-1.2,0,20.6,Winter,46
2023-02-16,6.5,0,22.5,Winter,47
2023-02-17,2.9,0,21.2,Winter,48
2023-02-18,1.5,0,21.8,Winter,49
2023-02-19,3.3,0,21.4,Winter,50
2023-02-20,4.9,0,22.6,Winter,51
2023-02-21,3.8,0,21.9,Winter,52
2023-02-22,-0.8,0,23.9,Winter,53
2023-02-23,8.7,0,21.4,Winter,54
2023-02-24,10.1,0,21.7,Winter,55
2023-02-25,8.4,0,21.0,Winter,56
2023-02-26,3.2,0,22.0,Winter,57
2023-02-27,6.3,0,22.2,Winter,58
2023-02-28,7.1,0,21.3,Winter,59
2023-03-01,9.1,0,21.9,Winter,60
2023-03-02,9.5,0,21.1,Winter,61
2023-03-03,5.6,0,20.0,Winter,62
2023-03-04,8.2,0,20.9,Winter,63
2023-03-05,9.6,0,22.8,Winter,64
2023-03-06,12.8,1,16.8,Winter,65
2023-03-07,10.8,0,18.2,Winter,66
2023-03-08,11.3,1,18.9,Winter,67
2023-03-09,9.4,0,20.1,Winter,68
2023-03-10,13.6,1,19.5,Winter,69
2023-03-11,10.9,0,20.8,Winter,70
2023-03-12,7.3,0,22.4,Winter,71
2023-03-13,14.3,0,21.6,Winter,72
2023-03-14,12.5,0,20.1,Winter,73
2023-03-15,9.3,0,23.3,Winter,74
2023-03-16,9.4,0,20.8,Winter,75
2023-03-17,12.0,0,18.8,Winter,76
2023-03-18,12.7,0,19.5,Winter,77
2023-03-19,12.2,1,17.0,Winter,78
2023-03-20,12.8,0,21.1,Winter,79
2023-03-21,17.2,0,20.0,Spring,80
2023-03-22,15.6,0,21.7,Spring,81
2023-03-23,13.2,0,18.8,Spring,82
2023-03-24,15.7,0,20.8,Spring,83
2023-03-25,10.0,0,22.0,Spring,84
2023-03-26,14.6,1,19.2,Spring,85
2023-03-27,19.1,0,18.6,Spring,86
2023-03-28,13.2,0,20.4,Spring,87
2023-03-29,11.6,1,17.2,Spring,88
2023-03-30,12.5,0,18.1,Spring,89
2023-03-31,11.4,0,19.3,Spring,90
2023-04-01,12.6,0,19.1,Spring,91
2023-04-02,14.1,0,21.2,Spring,92
2023-04-03,11.2,0,19.5,Spring,93
2023-04-04,15.8,0,20.9,Spring,94
2023-04-05,18.7,1,17.7,Spring,95
2023-04-06,13.5,0,18.1,Spring,96
2023-04-07,21.0,1,21.3,Spring,97
2023-04-08,18.3,0,18.9,Spring,98
2023-04-09,20.1,0,18.1,Spring,99
2023-04-10,15.3,0,20.4,Spring,100
2023-04-11,20.1,0,18.4,Spring,101
2023-04-12,14.5,0,19.4,Spring,102
2023-04-13,20.7,1,20.7,Spring,103
2023-04-14,18.8,0,17.6,Spring,104
2023-04-15,20.2,1,20.9,Spring,105
2023-04-16,15.2,1,19.3,Spring,106
2023-04-17,16.3,0,21.2,Spring,107
2023-04-18,21.1,1,19.5,Spring,108
2023-04-19,16.7,1,17.0,Spring,109
2023-04-20,21.1,1,21.0,Spring,110
2023-04-21,15.9,1,19.9,Spring,111
2023-04-22,22.8,1,20.7,Spring,112
2023-04-23,16.8,1,19.1,Spring,113
2023-04-24,22.4,1,19.1,Spring,114
2023-04-25,22.8,1,19.4,Spring,115
2023-04-26,19.1,1,16.5,Spring,116
2023-04-27,23.2,1,20.9,Spring,117
2023-04-28,22.4,0,18.3,Spring,118
2023-04-29,20.3,1,19.6,Spring,119
2023-04-30,19.1,1,17.3,Spring,120
2023-05-01,16.5,0,18.2,Spring,121
2023-05-02,23.6,0,18.6,Spring,122
2023-05-03,18.1,0,17.3,Spring,123
2023-05-04,23.3,1,21.8,Spring,124
2023-05-05,22.4,1,20.8,Spring,125
2023-05-06,25.5,1,20.5,Spring,126
2023-05-07,22.8,1,21.1,Spring,127
2023-05-08,22.9,1,20.0,Spring,128
2023-05-09,26.3,0,17.4,Spring,129
2023-05-10,25.3,0,16.6,Spring,130
2023-05-11,25.4,0,17.4,Spring,131
2023-05-12,26.1,1,18.6,Spring,132
2023-05-13,20.3,0,17.5,Spring,133
2023-05-14,27.3,0,16.4,Spring,134
2023-05-15,27.1,1,18.6,Spring,135
2023-05-16,22.4,1,20.8,Spring,136
2023-05-17,24.9,1,18.3,Spring,137
2023-05-18,25.7,0,16.7,Spring,138
2023-05-19,25.6,1,21.0,Spring,139
2023-05-20,27.2,0,17.7,Spring,140
2023-05-21,30.6,0,15.5,Spring,141
2023-05-22,29.7,1,20.5,Spring,142
2023-05-23,22.7,1,19.1,Spring,143
2023-05-24,28.7,1,18.7,Spring,144
2023-05-25,31.0,0,14.3,Spring,145
2023-05-26,28.3,0,18.3,Spring,146
2023-05-27,30.6,0,15.2,Spring,147
2023-05-28,33.5,0,15.1,Spring,148
2023-05-29,30.6,0,15.2,Spring,149
2023-05-30,28.5,0,17.0,Spring,150
2023-05-31,31.0,0,16.5,Spring,151
2023-06-01,28.4,0,16.8,Spring,152
2023-06-02,28.2,0,18.7,Spring,153
2023-06-03,27.2,1,20.9,Spring,154
2023-06-04,33.0,0,14.4,Spring,155
2023-06-05,26.0,0,18.9,Spring,156
2023-06-06,33.2,0,15.8,Spring,157
2023-06-07,30.2,1,18.0,Spring,158
2023-06-08,24.6,1,20.0,Spring,159
2023-06-09,30.0,0,16.7,Spring,160
2023-06-10,22.7,0,17.1,Spring,161
2023-06-11,31.0,1,16.8,Spring,162
2023-06-12,31.8,0,14.2,Spring,163
2023-06-13,27.5,0,18.6,Spring,164
2023-06-14,29.7,0,17.9,Spring,165
2023-06-15,35.3,0,14.8,Spring,166
2023-06-16,28.0,1,18.8,Spring,167
2023-06-17,26.4,0,18.2,Spring,168
2023-06-18,34.0,0,15.3,Spring,169
2023-06-19,35.5,0,14.6,Spring,170
2023-06-20,29.7,1,20.9,Spring,171
2023-06-21,32.8,0,16.6,Summer,172
2023-06-22,33.8,0,16.5,Summer,173
2023-06-23,27.6,0,17.6,Summer,174
2023-06-24,28.4,1,20.8,Summer,175
2023-06-25,33.6,0,16.9,Summer,176
2023-06-26,35.0,0,14.7,Summer,177
2023-06-27,31.6,0,15.2,Summer,178
2023-06-28,27.3,0,16.6,Summer,179
2023-06-29,35.9,0,15.3,Summer,180
2023-06-30,28.4,0,17.4,Summer,181
2023-07-01,29.0,1,20.5,Summer,182
2023-07-02,31.0,0,15.1,Summer,183
2023-07-03,34.7,0,16.5,Summer,184
2023-07-04,32.5,0,16.3,Summer,185
2023-07-05,31.2,0,14.4,Summer,186
2023-07-06,31.3,0,16.9,Summer,187
2023-07-07,30.1,0,15.9,Summer,188
2023-07-08,31.6,0,15.8,Summer,189
2023-07-09,22.3,0,19.7,Summer,190
2023-07-10,28.9,0,17.0,Summer,191
2023-07-11,30.5,0,14.2,Summer,192
2023-07-12,26.3,1,18.7,Summer,193
2023-07-13,30.9,0,14.3,Summer,194
2023-07-14,29.0,0,17.2,Summer,195
2023-07-15,34.9,0,16.4,Summer,196
2023-07-16,34.3,0,16.1,Summer,197
2023-07-17,28.1,0,18.9,Summer,198
2023-07-18,28.9,0,17.8,Summer,199
2023-07-19,29.1,0,17.5,Summer,200
2023-07-20,27.9,1,20.0,Summer,201
2023-07-21,29.7,1,20.0,Summer,202
2023-07-22,26.8,1,19.6,Summer,203
2023-07-23,25.6,0,18.2,Summer,204
2023-07-24,30.8,0,14.6,Summer,205
2023-07-25,30.7,1,16.1,Summer,206
2023-07-26,26.3,0,16.1,Summer,207
2023-07-27,31.3,0,16.4,Summer,208
2023-07-28,26.6,1,19.2,Summer,209
2023-07-29,29.1,0,18.3,Summer,210
2023-07-30,30.7,0,14.3,Summer,211
2023-07-31,28.0,0,17.3,Summer,212
2023-08-01,29.3,0,18.1,Summer,213
2023-08-02,26.3,1,19.8,Summer,214
2023-08-03,27.1,0,17.6,Summer,215
2023-08-04,27.0,1,19.3,Summer,216
2023-08-05,25.2,1,20.3,Summer,217
2023-08-06,26.8,1,19.9,Summer,218
2023-08-07,22.5,1,21.1,Summer,219
2023-08-08,25.5,1,20.2,Summer,220
2023-08-09,26.0,0,16.4,Summer,221
2023-08-10,25.9,1,19.9,Summer,222
2023-08-11,25.8,1,18.1,Summer,223
2023-08-12,26.1,1,19.2,Summer,224
2023-08-13,27.6,0,17.2,Summer,225
2023-08-14,28.6,0,18.6,Summer,226
2023-08-15,23.9,1,19.1,Summer,227
2023-08-16,22.0,1,19.1,Summer,228
2023-08-17,22.3,1,21.4,Summer,229
2023-08-18,23.8,0,17.5,Summer,230
2023-08-19,24.0,1,19.6,Summer,231
2023-08-20,22.6,1,20.3,Summer,232
2023-08-21,20.8,1,21.6,Summer,233
2023-08-22,23.1,0,18.3,Summer,234
2023-08-23,24.8,1,20.7,Summer,235
2023-08-24,25.9,0,17.9,Summer,236
2023-08-25,22.2,1,21.0,Summer,237
2023-08-26,22.4,1,20.0,Summer,238
2023-08-27,20.7,0,17.7,Summer,239
2023-08-28,23.1,1,19.2,Summer,240
2023-08-29,20.5,1,19.2,Summer,241
2023-08-30,24.5,0,18.5,Summer,242
2023-08-31,17.2,1,18.5,Summer,243
2023-09-01,21.3,0,17.6,Summer,244
2023-09-02,23.0,1,19.9,Summer,245
2023-09-03,22.4,0,19.7,Summer,246
2023-09-04,29.7,1,19.8,Summer,247
2023-09-05,22.5,1,21.8,Summer,248
2023-09-06,18.2,0,19.7,Summer,249
2023-09-07,20.7,1,19.2,Summer,250
2023-09-08,15.4,0,18.7,Summer,251
2023-09-09,20.2,1,19.2,Summer,252
2023-09-10,17.7,0,19.0,Summer,253
2023-09-11,22.7,0,18.6,Summer,254
2023-09-12,18.1,0,18.6,Summer,255
2023-09-13,19.2,0,19.1,Summer,256
2023-09-14,17.4,0,18.5,Summer,257
2023-09-15,24.2,1,18.5,Summer,258
2023-09-16,17.8,0,19.1,Summer,259
2023-09-17,24.0,1,18.5,Summer,260
2023-09-18,20.7,0,19.4,Summer,261
2023-09-19,19.5,0,17.4,Summer,262
2023-09-20,18.9,0,19.2,Summer,263
2023-09-21,18.7,0,18.6,Summer,264
2023-09-22,11.5,0,18.8,Summer,265
2023-09-23,16.2,0,21.9,Fall,266
2023-09-24,19.3,0,19.3,Fall,267
2023-09-25,16.3,0,21.6,Fall,268
2023-09-26,12.0,0,20.8,Fall,269
2023-09-27,15.8,0,18.3,Fall,270
2023-09-28,20.8,1,21.9,Fall,271
2023-09-29,19.2,1,17.9,Fall,272
2023-09-30,15.0,1,20.2,Fall,273
2023-10-01,17.8,0,19.7,Fall,274
2023-10-02,13.6,0,19.8,Fall,275
2023-10-03,9.3,0,23.2,Fall,276
2023-10-04,11.4,0,20.6,Fall,277
2023-10-05,18.6,0,19.8,Fall,278
2023-10-06,12.8,0,18.3,Fall,279
2023-10-07,12.7,0,22.0,Fall,280
2023-10-08,12.2,1,17.6,Fall,281
2023-10-09,18.6,0,17.8,Fall,282
2023-10-10,17.5,1,19.3,Fall,283
2023-10-11,19.0,0,19.3,Fall,284
2023-10-12,11.6,0,18.3,Fall,285
2023-10-13,12.7,0,18.4,Fall,286
2023-10-14,7.1,0,23.2,Fall,287
2023-10-15,15.8,0,18.2,Fall,288
2023-10-16,7.6,0,21.4,Fall,289
2023-10-17,11.5,0,20.4,Fall,290
2023-10-18,7.3,0,22.8,Fall,291
2023-10-19,8.6,0,20.8,Fall,292
2023-10-20,7.6,0,20.7,Fall,293
2023-10-21,8.1,0,23.8,Fall,294
2023-10-22,8.0,0,22.4,Fall,295
2023-10-23,7.7,0,21.6,Fall,296
2023-10-24,11.7,0,21.2,Fall,297
2023-10-25,5.6,0,22.1,Fall,298
2023-10-26,9.3,1,19.5,Fall,299
2023-10-27,12.1,0,21.4,Fall,300
2023-10-28,6.7,0,21.6,Fall,301
2023-10-29,5.8,0,23.4,Fall,302
2023-10-30,7.1,0,20.2,Fall,303
2023-10-31,11.1,0,21.0,Fall,304
2023-11-01,7.9,0,23.6,Fall,305
2023-11-02,5.5,0,20.5,Fall,306
2023-11-03,8.3,0,22.5,Fall,307
2023-11-04,3.4,0,20.9,Fall,308
2023-11-05,8.5,0,22.4,Fall,309
2023-11-06,7.5,0,21.5,Fall,310
2023-11-07,5.1,0,20.4,Fall,311
2023-11-08,3.3,0,22.3,Fall,312
2023-11-09,3.0,0,22.7,Fall,313
2023-11-10,7.0,0,22.7,Fall,314
2023-11-11,8.9,0,22.5,Fall,315
2023-11-12,3.1,0,22.0,Fall,316
2023-11-13,6.2,0,22.1,Fall,317
2023-11-14,-1.6,0,22.5,Fall,318
2023-11-15,2.7,0,22.8,Fall,319
2023-11-16,4.2,0,22.6,Fall,320
2023-11-17,1.4,0,22.3,Fall,321
2023-11-18,1.1,0,20.6,Fall,322
2023-11-19,1.7,0,20.8,Fall,323
2023-11-20,4.5,0,21.0,Fall,324
2023-11-21,2.9,0,23.7,Fall,325
2023-11-22,-3.5,0,23.0,Fall,326
2023-11-23,-3.3,0,22.2,Fall,327
2023-11-24,1.1,0,21.0,Fall,328
2023-11-25,4.2,0,20.4,Fall,329
2023-11-26,-5.6,0,23.6,Fall,330
2023-11-27,1.0,0,23.6,Fall,331
2023-11-28,0.8,0,20.4,Fall,332
2023-11-29,6.4,0,23.2,Fall,333
2023-11-30,0.9,0,21.8,Fall,334
2023-12-01,3.1,0,21.3,Fall,335
2023-12-02,2.3,0,23.0,Fall,336
2023-12-03,-4.7,0,22.5,Fall,337
2023-12-04,3.9,0,23.1,Fall,338
2023-12-05,2.1,0,20.3,Fall,339
2023-12-06,2.9,0,21.3,Fall,340
2023-12-07,13.0,0,21.9,Fall,341
2023-12-08,-5.1,0,21.3,Fall,342
2023-12-09,6.2,0,22.0,Fall,343
2023-12-10,0.1,0,21.1,Fall,344
2023-12-11,1.7,0,21.8,Fall,345
2023-12-12,0.7,0,21.5,Fall,346
2023-12-13,-0.6,0,22.9,Fall,347
2023-12-14,-1.1,0,22.4,Fall,348
2023-12-15,1.6,0,22.6,Fall,349
2023-12-16,-4.1,0,20.8,Fall,350
2023-12-17,2.7,0,21.3,Fall,351
2023-12-18,-0.9,0,20.1,Fall,352
2023-12-19,-3.1,0,20.4,Fall,353
2023-12-20,-1.1,0,21.1,Fall,354
2023-12-21,4.0,0,20.3,Winter,355
2023-12-22,-1.4,0,22.4,Winter,356
2023-12-23,1.2,0,24.0,Winter,357
2023-12-24,-2.1,0,20.4,Winter,358
2023-12-25,2.4,0,23.3,Winter,359
2023-12-26,2.1,0,20.5,Winter,360
2023-12-27,5.6,0,22.7,Winter,361
2023-12-28,-0.5,0,22.6,Winter,362
2023-12-29,2.0,0,23.6,Winter,363
2023-12-30,0.3,0,20.5,Winter,364
2023-12-31,3.9,0,21.3,Winter,365
2023-01-01,-2.2,0,20.4,Winter,1
2023-01-02,2.2,0,21.6,Winter,2
2023-01-03,-0.6,0,23.6,Winter,3
2023-01-04,-0.2,0,23.1,Winter,4
2023-01-05,0.3,0,22.9,Winter,5
2023-01-06,0.8,0,22.1,Winter,6
2023-01-07,-0.2,0,23.5,Winter,7
2023-01-08,0.8,0,21.8,Winter,8
2023-01-09,4.9,0,20.6,Winter,9
2023-01-10,3.2,0,23.4,Winter,10
2023-01-11,2.9,0,21.1,Winter,11
2023-01-12,-1.0,0,20.2,Winter,12
2023-01-13,-2.3,0,20.5,Winter,13
2023-01-14,3.3,0,22.4,Winter,14
2023-01-15,3.1,0,22.4,Winter,15
2023-01-16,5.0,0,21.0,Winter,16
2023-01-17,-1.2,0,22.9,Winter,17
2023-01-18,0.0,0,23.1,Winter,18
2023-01-19,-4.1,0,23.7,Winter,19
2023-01-20,-0.3,0,22.3,Winter,20
2023-01-21,4.0,0,23.1,Winter,21
2023-01-22,-0.3,0,23.0,Winter,22
2023-01-23,3.1,0,21.0,Winter,23
2023-01-24,0.7,0,21.2,Winter,24
2023-01-25,2.3,0,21.9,Winter,25
2023-01-26,-2.0,0,20.1,Winter,26
2023-01-27,1.8,0,21.2,Winter,27
2023-01-28,-7.3,0,21.9,Winter,28
2023-01-29,1.3,0,20.4,Winter,29
2023-01-30,-2.9,0,20.5,Winter,30
2023-01-31,5.7,1,20.4,Winter,31
2023-02-01,4.6,0,22.9,Winter,32
2023-02-02,3.8,0,23.3,Winter,33
2023-02-03,7.1,0,22.2,Winter,34
2023-02-04,-0.2,0,21.9,Winter,35
2023-02-05,8.0,0,21.5,Winter,36
2023-02-06,5.7,0,20.8,Winter,37
2023-02-07,2.4,0,20.6,Winter,38
2023-02-08,6.7,0,23.2,Winter,39
2023-02-09,0.1,0,21.9,Winter,40
2023-02-10,1.1,0,23.2,Winter,41
2023-02-11,1.9,0,22.8,Winter,42
2023-02-12,2.3,0,20.8,Winter,43
2023-02-13,0.9,0,22.0,Winter,44
2023-02-14,7.9,0,21.8,Winter,45
2023-02-15,3.7,0,21.7,Winter,46
2023-02-16,5.7,0,22.2,Winter,47
2023-02-17,3.1,0,23.9,Winter,48
2023-02-18,-0.4,0,23.3,Winter,49
2023-02-19,6.0,0,23.6,Winter,50
2023-02-20,-0.3,0,20.1,Winter,51
2023-02-21,5.4,0,20.6,Winter,52
2023-02-22,1.7,0,20.3,Winter,53
2023-02-23,12.0,0,21.1,Winter,54
2023-02-24,9.0,0,21.8,Winter,55
2023-02-25,6.8,0,22.6,Winter,56
2023-02-26,10.5,0,20.7,Winter,57
2023-02-27,4.3,0,23.6,Winter,58
2023-02-28,8.7,0,23.8,Winter,59
2023-03-01,7.9,0,20.7,Winter,60
2023-03-02,8.3,0,23.4,Winter,61
2023-03-03,11.6,0,19.2,Winter,62
2023-03-04,10.2,0,19.6,Winter,63
2023-03-05,9.1,0,23.1,Winter,64
2023-03-06,3.5,0,20.4,Winter,65
2023-03-07,5.8,0,23.5,Winter,66
2023-03-08,8.6,0,22.7,Winter,67
2023-03-09,9.4,0,23.5,Winter,68
2023-03-10,6.0,0,24.0,Winter,69
2023-03-11,16.9,1,18.6,Winter,70
2023-03-12,14.4,0,18.0,Winter,71
2023-03-13,11.9,0,19.2,Winter,72
2023-03-14,10.6,0,21.5,Winter,73
2023-03-15,10.0,0,19.3,Winter,74
2023-03-16,8.0,0,23.3,Winter,75
2023-03-17,11.3,0,20.2,Winter,76
2023-03-18,12.1,0,18.3,Winter,77
2023-03-19,7.9,0,22.8,Winter,78
2023-03-20,12.9,0,19.2,Winter,79
2023-03-21,11.6,0,19.5,Spring,80
2023-03-22,6.6,0,21.9,Spring,81
2023-03-23,10.0,0,20.6,Spring,82
2023-03-24,11.6,0,19.8,Spring,83
2023-03-25,18.8,0,17.6,Spring,84
2023-03-26,15.1,0,21.1,Spring,85
2023-03-27,9.6,0,21.9,Spring,86
2023-03-28,15.4,1,17.2,Spring,87
2023-03-29,9.5,0,23.3,Spring,88
2023-03-30,17.7,0,19.4,Spring,89
2023-03-31,13.3,0,18.8,Spring,90
2023-04-01,14.7,1,16.5,Spring,91
2023-04-02,19.2,1,16.3,Spring,92
2023-04-03,11.6,0,21.2,Spring,93
2023-04-04,11.5,0,20.2,Spring,94
2023-04-05,14.2,0,19.4,Spring,95
2023-04-06,19.3,0,17.9,Spring,96
2023-04-07,11.9,0,21.0,Spring,97
2023-04-08,8.2,0,21.7,Spring,98
2023-04-09,15.6,1,18.4,Spring,99
2023-04-10,18.9,1,15.9,Spring,100
2023-04-11,21.1,1,20.9,Spring,101
2023-04-12,16.4,1,17.9,Spring,102
2023-04-13,16.8,0,19.7,Spring,103
2023-04-14,21.7,1,20.9,Spring,104
2023-04-15,12.9,0,20.5,Spring,105
2023-04-16,17.6,0,20.3,Spring,106
2023-04-17,19.6,1,16.7,Spring,107
2023-04-18,20.6,1,19.9,Spring,108
2023-04-19,18.0,0,19.7,Spring,109
2023-04-20,19.9,0,17.4,Spring,110
2023-04-21,12.5,0,21.1,Spring,111
2023-04-22,18.3,1,18.3,Spring,112
2023-04-23,21.8,1,19.6,Spring,113
2023-04-24,17.8,0,18.9,Spring,114
2023-04-25,21.1,1,20.6,Spring,115
2023-04-26,22.5,1,19.1,Spring,116
2023-04-27,20.4,1,20.9,Spring,117
2023-04-28,22.2,1,20.4,Spring,118
2023-04-29,19.0,1,17.4,Spring,119
2023-04-30,21.5,1,19.9,Spring,120
2023-05-01,24.2,1,19.8,Spring,121
2023-05-02,23.0,1,19.8,Spring,122
2023-05-03,21.0,1,20.9,Spring,123
2023-05-04,23.7,0,19.8,Spring,124
2023-05-05,25.4,1,19.1,Spring,125
2023-05-06,17.3,1,19.4,Spring,126
2023-05-07,27.1,0,17.4,Spring,127
2023-05-08,22.9,0,19.9,Spring,128
2023-05-09,25.4,1,20.0,Spring,129
2023-05-10,27.9,1,18.9,Spring,130
2023-05-11,20.4,1,21.1,Spring,131
2023-05-12,22.6,0,18.0,Spring,132
2023-05-13,24.0,1,19.9,Spring,133
2023-05-14,22.7,1,21.8,Spring,134
2023-05-15,30.5,0,15.1,Spring,135
2023-05-16,22.9,1,20.2,Spring,136
2023-05-17,24.0,0,18.6,Spring,137
2023-05-18,26.4,0,17.7,Spring,138
2023-05-19,22.4,1,19.9,Spring,139
2023-05-20,25.0,0,18.6,Spring,140
2023-05-21,27.3,0,16.1,Spring,141
2023-05-22,25.5,1,19.2,Spring,142
2023-05-23,26.4,1,19.0,Spring,143
2023-05-24,25.2,0,18.1,Spring,144
2023-05-25,22.4,0,17.6,Spring,145
2023-05-26,28.1,0,18.0,Spring,146
2023-05-27,32.6,0,16.2,Spring,147
2023-05-28,27.5,0,16.3,Spring,148
2023-05-29,28.2,0,18.9,Spring,149
2023-05-30,29.8,0,16.6,Spring,150
2023-05-31,24.0,1,19.0,Spring,151
2023-06-01,33.1,0,16.3,Spring,152
2023-06-02,28.7,0,18.0,Spring,153
2023-06-03,33.1,0,16.5,Spring,154
2023-06-04,26.2,1,20.6,Spring,155
2023-06-05,33.9,0,14.9,Spring,156
2023-06-06,30.9,0,15.3,Spring,157
2023-06-07,30.3,0,14.8,Spring,158
2023-06-08,29.5,0,17.9,Spring,159
2023-06-09,28.1,0,18.1,Spring,160
2023-06-10,32.6,0,16.6,Spring,161
2023-06-11,29.5,0,16.3,Spring,162
2023-06-12,23.3,1,20.3,Spring,163
2023-06-13,25.9,0,18.2,Spring,164
2023-06-14,28.8,0,17.4,Spring,165
2023-06-15,30.3,0,16.1,Spring,166
2023-06-16,29.3,1,19.4,Spring,167
2023-06-17,33.2,0,15.4,Spring,168
2023-06-18,23.7,0,18.0,Spring,169
2023-06-19,30.1,0,17.0,Spring,170
2023-06-20,24.3,1,19.9,Spring,171
2023-06-21,32.0,0,14.2,Summer,172
2023-06-22,29.5,0,18.3,Summer,173
2023-06-23,31.1,0,16.4,Summer,174
2023-06-24,27.3,0,17.7,Summer,175
2023-06-25,33.7,0,16.1,Summer,176
2023-06-26,33.1,0,14.6,Summer,177
2023-06-27,31.7,0,14.4,Summer,178
2023-06-28,29.6,0,16.2,Summer,179
2023-06-29,31.7,0,15.9,Summer,180
2023-06-30,27.9,0,18.2,Summer,181
2023-07-01,32.6,0,15.6,Summer,182
2023-07-02,34.9,0,14.5,Summer,183
2023-07-03,33.2,0,15.1,Summer,184
2023-07-04,27.8,0,18.6,Summer,185
2023-07-05,31.1,1,16.0,Summer,186
2023-07-06,26.1,0,17.2,Summer,187
2023-07-07,31.6,0,14.8,Summer,188
2023-07-08,31.3,1,16.8,Summer,189
2023-07-09,24.3,0,18.0,Summer,190
2023-07-10,26.4,0,18.0,Summer,191
2023-07-11,29.0,1,18.7,Summer,192
2023-07-12,28.9,0,17.5,Summer,193
2023-07-13,26.1,0,16.6,Summer,194
2023-07-14,30.8,0,15.4,Summer,195
2023-07-15,30.4,0,15.4,Summer,196
2023-07-16,29.0,0,17.1,Summer,197
2023-07-17,27.2,0,17.1,Summer,198
2023-07-18,32.5,0,15.9,Summer,199
2023-07-19,34.3,0,16.3,Summer,200
2023-07-20,27.8,0,18.3,Summer,201
